country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AE,United Arab Emirates,,,2020-02-15,0,4,5,0,2,1
AE,United Arab Emirates,,,2020-02-16,1,4,4,1,2,1
AE,United Arab Emirates,,,2020-02-17,-1,1,5,1,2,1
AE,United Arab Emirates,,,2020-02-18,-2,1,5,0,2,1
AE,United Arab Emirates,,,2020-02-19,-2,0,4,-1,2,1
AE,United Arab Emirates,,,2020-02-20,-2,1,6,1,1,1
AE,United Arab Emirates,,,2020-02-21,-3,2,6,0,-1,1
AE,United Arab Emirates,,,2020-02-22,-2,2,4,-2,3,1
AE,United Arab Emirates,,,2020-02-23,-1,3,3,-1,4,1
AE,United Arab Emirates,,,2020-02-24,-3,0,5,-1,3,1
AE,United Arab Emirates,,,2020-02-25,-3,2,3,-2,3,1
AE,United Arab Emirates,,,2020-02-26,-2,1,-3,-2,3,1
AE,United Arab Emirates,,,2020-02-27,1,5,-1,-1,3,1
AE,United Arab Emirates,,,2020-02-28,1,5,-1,-1,1,1
AE,United Arab Emirates,,,2020-02-29,2,7,-1,-1,5,0
AE,United Arab Emirates,,,2020-03-01,3,10,2,-1,4,1
AE,United Arab Emirates,,,2020-03-02,0,7,1,-2,4,1
AE,United Arab Emirates,,,2020-03-03,0,6,0,-5,4,1
AE,United Arab Emirates,,,2020-03-04,-1,7,-2,-5,3,2
AE,United Arab Emirates,,,2020-03-05,-3,6,-2,-5,3,2
AE,United Arab Emirates,,,2020-03-06,-7,5,-8,-9,0,3
AE,United Arab Emirates,,,2020-03-07,-3,6,1,-8,4,2
AE,United Arab Emirates,,,2020-03-08,1,8,6,-9,-1,3
AE,United Arab Emirates,,,2020-03-09,-3,4,4,-10,-1,4
AE,United Arab Emirates,,,2020-03-10,-4,6,3,-11,-2,4
AE,United Arab Emirates,,,2020-03-11,-4,5,0,-12,-2,4
AE,United Arab Emirates,,,2020-03-12,-8,6,-6,-15,-3,5
AE,United Arab Emirates,,,2020-03-13,-16,3,-15,-20,-2,5
AE,United Arab Emirates,,,2020-03-14,-12,4,-12,-17,2,4
AE,United Arab Emirates,,,2020-03-15,-6,11,-11,-15,-4,5
AE,United Arab Emirates,,,2020-03-16,-11,8,-14,-17,-6,6
AE,United Arab Emirates,,,2020-03-17,-16,5,-18,-22,-9,7
AE,United Arab Emirates,,,2020-03-18,-19,2,-19,-25,-11,9
AE,United Arab Emirates,,,2020-03-19,-24,-1,-26,-31,-12,11
AE,United Arab Emirates,,,2020-03-20,-37,-11,-45,-44,-12,11
AE,United Arab Emirates,,,2020-03-21,-32,-12,-37,-42,-8,10
AE,United Arab Emirates,,,2020-03-22,-30,-13,-36,-45,-17,13
AE,United Arab Emirates,,,2020-03-23,-27,14,-38,-46,-20,14
AE,United Arab Emirates,,,2020-03-24,-39,-6,-43,-53,-28,17
AE,United Arab Emirates,,,2020-03-25,-50,-18,-47,-60,-35,21
AE,United Arab Emirates,,,2020-03-26,-55,-13,-54,-67,-40,25
AE,United Arab Emirates,,,2020-03-27,-80,-60,-80,-84,-52,25
AE,United Arab Emirates,,,2020-03-28,-72,-47,-68,-80,-56,28
AE,United Arab Emirates,,,2020-03-29,-55,-26,-53,-69,-45,26
AE,United Arab Emirates,,,2020-03-30,-57,-27,-53,-69,-46,25
AE,United Arab Emirates,,,2020-03-31,-56,-26,-53,-69,-46,25
AE,United Arab Emirates,,,2020-04-01,-56,-24,-53,-70,-46,25
AE,United Arab Emirates,,,2020-04-02,-58,-25,-56,-71,-47,28
AE,United Arab Emirates,,,2020-04-03,-69,-39,-75,-79,-44,22
AE,United Arab Emirates,,,2020-04-04,-58,-27,-58,-72,-37,21
AE,United Arab Emirates,,,2020-04-05,-61,-30,-58,-79,-57,31
AE,United Arab Emirates,,,2020-04-06,-63,-32,-58,-78,-56,30
AE,United Arab Emirates,,,2020-04-07,-63,-30,-73,-78,-55,30
AE,United Arab Emirates,,,2020-04-08,-63,-30,-74,-78,-55,30
AE,United Arab Emirates,,,2020-04-09,-64,-31,-76,-79,-55,33
AE,United Arab Emirates,,,2020-04-10,-74,-46,-86,-84,-49,23
AE,United Arab Emirates,,,2020-04-11,-64,-32,-77,-79,-45,24
AE,United Arab Emirates,,,2020-04-12,-60,-28,-74,-79,-55,30
AE,United Arab Emirates,,,2020-04-13,-62,-30,-73,-78,-55,30
AE,United Arab Emirates,,,2020-04-14,-62,-31,-74,-78,-55,30
AE,United Arab Emirates,,,2020-04-15,-63,-32,-74,-78,-56,31
AE,United Arab Emirates,,,2020-04-16,-63,-32,-74,-79,-55,34
AE,United Arab Emirates,,,2020-04-17,-73,-45,-85,-84,-48,23
AE,United Arab Emirates,,,2020-04-18,-66,-39,-78,-78,-45,24
AE,United Arab Emirates,,,2020-04-19,-62,-35,-74,-78,-54,30
AE,United Arab Emirates,,,2020-04-20,-63,-37,-74,-78,-55,30
AE,United Arab Emirates,,,2020-04-21,-63,-35,-74,-78,-55,30
AE,United Arab Emirates,,,2020-04-22,-62,-33,-75,-77,-55,30
AE,United Arab Emirates,,,2020-04-23,-62,-29,-76,-77,-55,32
AE,United Arab Emirates,,,2020-04-24,-72,-40,-86,-80,-47,24
AE,United Arab Emirates,,,2020-04-25,-62,-32,-77,-74,-41,25
AE,United Arab Emirates,,,2020-04-26,-56,-26,-73,-69,-49,30
AE,United Arab Emirates,Abu Dhabi,,2020-02-15,1,6,-2,-1,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-16,-2,5,2,-2,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-17,-3,2,4,-3,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-18,-3,2,1,-2,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-19,-3,1,0,-1,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-20,-2,2,3,-3,1,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-21,0,5,8,-5,-1,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-22,-1,4,2,-2,3,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-23,-2,4,2,-3,3,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-24,-3,2,6,-5,3,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-25,-3,2,2,-3,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-26,-3,2,-5,-3,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-27,2,7,-2,-4,2,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-28,2,9,-3,-2,1,1
AE,United Arab Emirates,Abu Dhabi,,2020-02-29,3,10,-3,1,4,0
AE,United Arab Emirates,Abu Dhabi,,2020-03-01,2,12,2,-2,3,1
AE,United Arab Emirates,Abu Dhabi,,2020-03-02,1,10,2,-4,3,1
AE,United Arab Emirates,Abu Dhabi,,2020-03-03,0,7,-1,-5,3,1
AE,United Arab Emirates,Abu Dhabi,,2020-03-04,-1,9,-5,-5,3,2
AE,United Arab Emirates,Abu Dhabi,,2020-03-05,-2,8,-5,-8,2,3
AE,United Arab Emirates,Abu Dhabi,,2020-03-06,-5,8,-9,-15,1,3
AE,United Arab Emirates,Abu Dhabi,,2020-03-07,-2,8,-2,-10,4,2
AE,United Arab Emirates,Abu Dhabi,,2020-03-08,-1,9,5,-13,-2,3
AE,United Arab Emirates,Abu Dhabi,,2020-03-09,-3,7,4,-14,-3,4
AE,United Arab Emirates,Abu Dhabi,,2020-03-10,-3,7,2,-15,-4,4
AE,United Arab Emirates,Abu Dhabi,,2020-03-11,-4,7,0,-12,-4,4
AE,United Arab Emirates,Abu Dhabi,,2020-03-12,-8,7,-7,-18,-5,5
AE,United Arab Emirates,Abu Dhabi,,2020-03-13,-13,7,-16,-24,-1,5
AE,United Arab Emirates,Abu Dhabi,,2020-03-14,-10,5,-12,-20,2,4
AE,United Arab Emirates,Abu Dhabi,,2020-03-15,-9,9,-10,-18,-5,5
AE,United Arab Emirates,Abu Dhabi,,2020-03-16,-12,7,-10,-19,-7,6
AE,United Arab Emirates,Abu Dhabi,,2020-03-17,-16,3,-14,-20,-9,7
AE,United Arab Emirates,Abu Dhabi,,2020-03-18,-17,2,-14,-24,-10,8
AE,United Arab Emirates,Abu Dhabi,,2020-03-19,-21,0,-23,-33,-11,10
AE,United Arab Emirates,Abu Dhabi,,2020-03-20,-31,-6,-40,-46,-9,10
AE,United Arab Emirates,Abu Dhabi,,2020-03-21,-26,-6,-31,-42,-5,9
AE,United Arab Emirates,Abu Dhabi,,2020-03-22,-27,-9,-30,-44,-14,11
AE,United Arab Emirates,Abu Dhabi,,2020-03-23,-22,15,-32,-45,-17,11
AE,United Arab Emirates,Abu Dhabi,,2020-03-24,-34,-3,-37,-48,-23,14
AE,United Arab Emirates,Abu Dhabi,,2020-03-25,-46,-17,-41,-57,-30,18
AE,United Arab Emirates,Abu Dhabi,,2020-03-26,-49,-11,-48,-67,-34,22
AE,United Arab Emirates,Abu Dhabi,,2020-03-27,-76,-55,-74,-83,-45,23
AE,United Arab Emirates,Abu Dhabi,,2020-03-28,-66,-41,-60,-77,-46,24
AE,United Arab Emirates,Abu Dhabi,,2020-03-29,-51,-24,-46,-67,-39,22
AE,United Arab Emirates,Abu Dhabi,,2020-03-30,-52,-24,-46,-67,-40,21
AE,United Arab Emirates,Abu Dhabi,,2020-03-31,-51,-23,-45,-67,-40,21
AE,United Arab Emirates,Abu Dhabi,,2020-04-01,-50,-22,-45,-67,-41,21
AE,United Arab Emirates,Abu Dhabi,,2020-04-02,-53,-21,-51,-72,-41,25
AE,United Arab Emirates,Abu Dhabi,,2020-04-03,-63,-34,-70,-82,-38,20
AE,United Arab Emirates,Abu Dhabi,,2020-04-04,-52,-23,-52,-76,-29,19
AE,United Arab Emirates,Abu Dhabi,,2020-04-05,-50,-19,-45,-71,-42,22
AE,United Arab Emirates,Abu Dhabi,,2020-04-06,-52,-21,-46,-71,-42,23
AE,United Arab Emirates,Abu Dhabi,,2020-04-07,-53,-19,-66,-70,-44,23
AE,United Arab Emirates,Abu Dhabi,,2020-04-08,-54,-21,-66,-71,-44,24
AE,United Arab Emirates,Abu Dhabi,,2020-04-09,-56,-22,-70,-75,-45,27
AE,United Arab Emirates,Abu Dhabi,,2020-04-10,-65,-34,-81,-82,-41,21
AE,United Arab Emirates,Abu Dhabi,,2020-04-11,-54,-21,-71,-76,-33,20
AE,United Arab Emirates,Abu Dhabi,,2020-04-12,-52,-20,-67,-74,-45,24
AE,United Arab Emirates,Abu Dhabi,,2020-04-13,-53,-21,-66,-74,-46,24
AE,United Arab Emirates,Abu Dhabi,,2020-04-14,-54,-23,-67,-72,-47,25
AE,United Arab Emirates,Abu Dhabi,,2020-04-15,-54,-23,-67,-73,-47,25
AE,United Arab Emirates,Abu Dhabi,,2020-04-16,-54,-23,-66,-75,-47,28
AE,United Arab Emirates,Abu Dhabi,,2020-04-17,-62,-32,-78,-82,-40,20
AE,United Arab Emirates,Abu Dhabi,,2020-04-18,-54,-31,-68,-76,-34,20
AE,United Arab Emirates,Abu Dhabi,,2020-04-19,-53,-32,-64,-75,-46,24
AE,United Arab Emirates,Abu Dhabi,,2020-04-20,-54,-32,-63,-74,-47,24
AE,United Arab Emirates,Abu Dhabi,,2020-04-21,-54,-32,-64,-74,-47,24
AE,United Arab Emirates,Abu Dhabi,,2020-04-22,-53,-29,-65,-75,-47,24
AE,United Arab Emirates,Abu Dhabi,,2020-04-23,-53,-26,-67,-77,-47,27
AE,United Arab Emirates,Abu Dhabi,,2020-04-24,-65,-35,-81,-83,-41,22
AE,United Arab Emirates,Abu Dhabi,,2020-04-25,-57,-32,-70,-78,-36,23
AE,United Arab Emirates,Abu Dhabi,,2020-04-26,-55,-31,-65,-75,-48,28
AE,United Arab Emirates,Ajman,,2020-02-15,1,3,-1,24,3,1
AE,United Arab Emirates,Ajman,,2020-02-16,0,2,1,21,2,1
AE,United Arab Emirates,Ajman,,2020-02-17,-1,-1,3,20,3,1
AE,United Arab Emirates,Ajman,,2020-02-18,-2,1,7,17,2,1
AE,United Arab Emirates,Ajman,,2020-02-19,-2,-1,5,11,2,1
AE,United Arab Emirates,Ajman,,2020-02-20,-1,0,7,9,2,1
AE,United Arab Emirates,Ajman,,2020-02-21,0,1,10,25,-2,1
AE,United Arab Emirates,Ajman,,2020-02-22,-1,1,3,17,4,1
AE,United Arab Emirates,Ajman,,2020-02-23,-1,0,4,25,3,1
AE,United Arab Emirates,Ajman,,2020-02-24,-3,-1,2,11,4,1
AE,United Arab Emirates,Ajman,,2020-02-25,-1,0,7,10,3,1
AE,United Arab Emirates,Ajman,,2020-02-26,-1,-2,-6,9,2,1
AE,United Arab Emirates,Ajman,,2020-02-27,2,2,-6,2,3,1
AE,United Arab Emirates,Ajman,,2020-02-28,4,3,9,18,-1,1
AE,United Arab Emirates,Ajman,,2020-02-29,4,6,-6,18,4,1
AE,United Arab Emirates,Ajman,,2020-03-01,4,7,1,20,3,1
AE,United Arab Emirates,Ajman,,2020-03-02,3,6,-1,16,4,1
AE,United Arab Emirates,Ajman,,2020-03-03,3,5,1,19,3,1
AE,United Arab Emirates,Ajman,,2020-03-04,2,4,-1,17,2,2
AE,United Arab Emirates,Ajman,,2020-03-05,1,5,-5,7,2,2
AE,United Arab Emirates,Ajman,,2020-03-06,1,6,-4,25,-1,3
AE,United Arab Emirates,Ajman,,2020-03-07,3,5,4,24,4,2
AE,United Arab Emirates,Ajman,,2020-03-08,4,4,20,21,-3,3
AE,United Arab Emirates,Ajman,,2020-03-09,2,6,17,18,-2,3
AE,United Arab Emirates,Ajman,,2020-03-10,2,8,19,22,-4,4
AE,United Arab Emirates,Ajman,,2020-03-11,2,4,15,11,-4,4
AE,United Arab Emirates,Ajman,,2020-03-12,-2,6,7,6,-3,5
AE,United Arab Emirates,Ajman,,2020-03-13,-6,5,-3,9,-2,5
AE,United Arab Emirates,Ajman,,2020-03-14,-5,4,-4,5,2,3
AE,United Arab Emirates,Ajman,,2020-03-15,-2,9,4,14,-3,5
AE,United Arab Emirates,Ajman,,2020-03-16,-3,7,-1,1,-4,5
AE,United Arab Emirates,Ajman,,2020-03-17,-8,5,-3,-1,-6,6
AE,United Arab Emirates,Ajman,,2020-03-18,-11,2,-5,-8,-8,7
AE,United Arab Emirates,Ajman,,2020-03-19,-16,-2,-16,-15,-8,10
AE,United Arab Emirates,Ajman,,2020-03-20,-26,-7,-37,-18,-10,10
AE,United Arab Emirates,Ajman,,2020-03-21,-23,-11,-32,-18,-5,9
AE,United Arab Emirates,Ajman,,2020-03-22,-27,-13,-40,-16,-13,11
AE,United Arab Emirates,Ajman,,2020-03-23,-17,13,-46,-18,-15,11
AE,United Arab Emirates,Ajman,,2020-03-24,-31,-5,-45,-23,-22,14
AE,United Arab Emirates,Ajman,,2020-03-25,-40,-17,-52,-34,-28,17
AE,United Arab Emirates,Ajman,,2020-03-26,-45,-17,-67,-45,-33,22
AE,United Arab Emirates,Ajman,,2020-03-27,-74,-60,-84,-66,-50,23
AE,United Arab Emirates,Ajman,,2020-03-28,-64,-46,-70,-57,-54,27
AE,United Arab Emirates,Ajman,,2020-03-29,-47,-26,-57,-40,-38,22
AE,United Arab Emirates,Ajman,,2020-03-30,-49,-28,-59,-46,-38,22
AE,United Arab Emirates,Ajman,,2020-03-31,-47,-25,-54,-44,-38,21
AE,United Arab Emirates,Ajman,,2020-04-01,-46,-24,-57,-45,-39,21
AE,United Arab Emirates,Ajman,,2020-04-02,-48,-25,-66,-50,-39,24
AE,United Arab Emirates,Ajman,,2020-04-03,-60,-37,-81,-48,-39,20
AE,United Arab Emirates,Ajman,,2020-04-04,-48,-25,-64,-45,-30,18
AE,United Arab Emirates,Ajman,,2020-04-05,-45,-20,-58,-45,-46,26
AE,United Arab Emirates,Ajman,,2020-04-06,-49,-26,-61,-50,-45,26
AE,United Arab Emirates,Ajman,,2020-04-07,-49,-25,-74,-40,-46,25
AE,United Arab Emirates,Ajman,,2020-04-08,-50,-27,-76,-47,-46,25
AE,United Arab Emirates,Ajman,,2020-04-09,-50,-27,-81,-52,-46,28
AE,United Arab Emirates,Ajman,,2020-04-10,-62,-42,-91,-56,-43,21
AE,United Arab Emirates,Ajman,,2020-04-11,-49,-27,-81,-48,-37,21
AE,United Arab Emirates,Ajman,,2020-04-12,-45,-25,-77,-43,-46,25
AE,United Arab Emirates,Ajman,,2020-04-13,-46,-27,-78,-43,-45,25
AE,United Arab Emirates,Ajman,,2020-04-14,-46,-26,-80,-45,-46,26
AE,United Arab Emirates,Ajman,,2020-04-15,-48,-27,-82,-47,-47,26
AE,United Arab Emirates,Ajman,,2020-04-16,-49,-26,-83,-50,-46,29
AE,United Arab Emirates,Ajman,,2020-04-17,-60,-40,-91,-54,-40,21
AE,United Arab Emirates,Ajman,,2020-04-18,-50,-28,-86,-18,-37,22
AE,United Arab Emirates,Ajman,,2020-04-19,-45,-24,-80,-26,-45,26
AE,United Arab Emirates,Ajman,,2020-04-20,-46,-23,-82,-28,-44,26
AE,United Arab Emirates,Ajman,,2020-04-21,-46,-21,-81,-24,-45,25
AE,United Arab Emirates,Ajman,,2020-04-22,-43,-18,-82,-22,-45,25
AE,United Arab Emirates,Ajman,,2020-04-23,-43,-14,-85,-15,-45,27
AE,United Arab Emirates,Ajman,,2020-04-24,-62,-34,-92,,-40,22
AE,United Arab Emirates,Ajman,,2020-04-25,-53,-28,-83,-21,-37,24
AE,United Arab Emirates,Ajman,,2020-04-26,-46,-22,-80,-22,-43,27
AE,United Arab Emirates,Dubai,,2020-02-15,-1,3,5,0,3,0
AE,United Arab Emirates,Dubai,,2020-02-16,1,4,6,1,1,1
AE,United Arab Emirates,Dubai,,2020-02-17,0,1,7,0,1,1
AE,United Arab Emirates,Dubai,,2020-02-18,-1,1,8,0,1,1
AE,United Arab Emirates,Dubai,,2020-02-19,-1,0,6,-1,1,1
AE,United Arab Emirates,Dubai,,2020-02-20,0,1,8,1,0,1
AE,United Arab Emirates,Dubai,,2020-02-21,-4,4,5,1,-1,1
AE,United Arab Emirates,Dubai,,2020-02-22,-4,3,3,-2,4,1
AE,United Arab Emirates,Dubai,,2020-02-23,-2,4,4,-1,4,1
AE,United Arab Emirates,Dubai,,2020-02-24,-3,1,5,-1,4,1
AE,United Arab Emirates,Dubai,,2020-02-25,-3,2,3,-3,4,1
AE,United Arab Emirates,Dubai,,2020-02-26,-2,2,-3,-2,3,1
AE,United Arab Emirates,Dubai,,2020-02-27,1,5,-1,-2,3,1
AE,United Arab Emirates,Dubai,,2020-02-28,0,6,-3,-1,2,1
AE,United Arab Emirates,Dubai,,2020-02-29,0,8,-3,-2,5,0
AE,United Arab Emirates,Dubai,,2020-03-01,1,10,0,-1,5,1
AE,United Arab Emirates,Dubai,,2020-03-02,-1,8,0,-3,5,1
AE,United Arab Emirates,Dubai,,2020-03-03,-2,7,-1,-5,4,1
AE,United Arab Emirates,Dubai,,2020-03-04,-3,8,-3,-6,4,2
AE,United Arab Emirates,Dubai,,2020-03-05,-4,7,-2,-6,4,2
AE,United Arab Emirates,Dubai,,2020-03-06,-10,5,-10,-10,0,3
AE,United Arab Emirates,Dubai,,2020-03-07,-5,7,0,-8,4,2
AE,United Arab Emirates,Dubai,,2020-03-08,-1,7,3,-10,1,3
AE,United Arab Emirates,Dubai,,2020-03-09,-4,5,1,-11,0,4
AE,United Arab Emirates,Dubai,,2020-03-10,-6,6,0,-12,-1,4
AE,United Arab Emirates,Dubai,,2020-03-11,-6,6,-3,-13,-1,4
AE,United Arab Emirates,Dubai,,2020-03-12,-10,6,-8,-16,-1,5
AE,United Arab Emirates,Dubai,,2020-03-13,-22,2,-19,-21,-2,5
AE,United Arab Emirates,Dubai,,2020-03-14,-16,4,-16,-18,1,4
AE,United Arab Emirates,Dubai,,2020-03-15,-10,13,-15,-16,-3,5
AE,United Arab Emirates,Dubai,,2020-03-16,-14,12,-19,-18,-7,7
AE,United Arab Emirates,Dubai,,2020-03-17,-20,7,-23,-23,-10,9
AE,United Arab Emirates,Dubai,,2020-03-18,-23,3,-26,-27,-12,10
AE,United Arab Emirates,Dubai,,2020-03-19,-29,0,-30,-32,-14,12
AE,United Arab Emirates,Dubai,,2020-03-20,-46,-12,-51,-45,-16,12
AE,United Arab Emirates,Dubai,,2020-03-21,-40,-15,-45,-43,-10,11
AE,United Arab Emirates,Dubai,,2020-03-22,-36,-14,-42,-45,-20,15
AE,United Arab Emirates,Dubai,,2020-03-23,-34,16,-43,-48,-24,16
AE,United Arab Emirates,Dubai,,2020-03-24,-48,-7,-49,-54,-33,20
AE,United Arab Emirates,Dubai,,2020-03-25,-58,-20,-53,-62,-41,25
AE,United Arab Emirates,Dubai,,2020-03-26,-63,-13,-59,-68,-47,30
AE,United Arab Emirates,Dubai,,2020-03-27,-85,-63,-84,-85,-59,27
AE,United Arab Emirates,Dubai,,2020-03-28,-80,-51,-74,-82,-63,32
AE,United Arab Emirates,Dubai,,2020-03-29,-64,-28,-58,-71,-52,30
